,country_code,num_confirmed_interference,num_anomaly,num_no_confirmed_interference,strict_rate,loose_rate
131,IS,0,810,80395,0.0,0.010075253436158966
132,GB,241,59153,2231485,0.00010798816700616474,0.0265054939540069
133,EC,0,3584,208785,0.0,0.017165984146370668
134,IL,0,819,23586,0.0,0.03472398880691936
135,VC,0,0,41,0.0,0.0
136,SO,0,28,2600,0.0,0.010769230769230769
137,JO,0,9779,104522,0.0,0.09355925068406651
138,GI,0,2,57,0.0,0.03508771929824561
139,ZZ,0,452307,6043026,0.0,0.07484776666524354
140,TW,0,27488,1694041,0.0,0.01622628968248112
141,SI,0,709,24040,0.0,0.02949251247920133
142,UA,0,1690876,2526322,0.0,0.6693034379623817
143,TO,0,0,6,0.0,0.0
144,CZ,0,3460,59439,0.0,0.05821093894580999
145,DO,0,68,7674,0.0,0.008861089392754757
146,KW,0,677,6365,0.0,0.10636292223095051
147,TR,0,6984,251951,0.0,0.027719675651217895
148,GY,0,7,721,0.0,0.009708737864077669
149,KR,631,72797,1236826,0.000509916708216932,0.05882790270692234
150,RS,0,101,6464,0.0,0.015625
151,MC,0,0,156,0.0,0.0
152,BS,0,16,598,0.0,0.026755852842809364
153,BN,0,6,669,0.0,0.008968609865470852
154,VN,0,551,11272,0.0,0.048882185947480485
155,SV,0,36,3611,0.0,0.009969537524231515
156,CI,0,35,3130,0.0,0.011182108626198083
157,NA,0,252,11449,0.0,0.02201065595248493
158,BW,0,2206,6845,0.0,0.3222790357925493
159,CU,0,881,24879,0.0,0.03541139113308413
160,KY,0,5,344,0.0,0.014534883720930232
161,QA,10,382,7836,0.0012745347947998981,0.04868722916135611
162,SS,0,0,229,0.0,0.0
163,BY,0,221059,570022,0.0,0.3878078389956879
164,VA,0,0,34,0.0,0.0
165,GE,0,303,10093,0.0,0.030020806499554145
166,SZ,0,5,153,0.0,0.032679738562091505
167,MH,0,0,60,0.0,0.0
168,MM,0,28,1673,0.0,0.016736401673640166
169,CV,0,2,748,0.0,0.00267379679144385
170,HR,0,2899,225944,0.0,0.012830612895230676
171,MA,0,1415,133518,0.0,0.010597822016507137
172,KG,0,17,3642,0.0,0.004667764964305327
173,VE,0,23399,375452,0.0,0.0623222142910412
174,KH,0,14418,248710,0.0,0.05797113103614652
175,AF,0,66,2424,0.0,0.027227722772277228
176,FM,0,0,19,0.0,0.0
177,AZ,0,65,12196,0.0,0.0053296162676287305
178,AM,0,23,4364,0.0,0.005270394133822181
179,GW,0,0,437,0.0,0.0
180,PY,0,14,3183,0.0,0.004398366321080742
181,MT,0,39,1726,0.0,0.022595596755504054
182,AU,0,71705,1933105,0.0,0.03709317393519752
183,MR,0,33,3124,0.0,0.01056338028169014
184,BE,255,5233,200588,0.0012696484318597114,0.026055177427144586
185,DJ,0,19,984,0.0,0.019308943089430895
186,CG,0,2,487,0.0,0.004106776180698152
187,CW,0,1,577,0.0,0.0017331022530329288
188,NC,0,2,264,0.0,0.007575757575757576
189,NL,0,421014,1197167,0.0,0.3516752466447872
190,RU,1172682,3979765,32977143,0.03433932677546664,0.11653837171932799
191,GH,0,14,1350,0.0,0.01037037037037037
192,TG,0,4,1738,0.0,0.0023014959723820483
193,SG,0,5836,118432,0.0,0.0492772223723318
194,MU,0,4361,93513,0.0,0.04663522718766375
195,LK,0,149,4388,0.0,0.03395624430264357
196,MO,0,16,800,0.0,0.02
197,DK,4,6699,123570,3.236926861637561e-05,0.054210432615275056
198,NI,0,127,6520,0.0,0.019478527607361962
199,GP,0,0,341,0.0,0.0
200,YE,0,323,19369,0.0,0.016676131963446746
201,GQ,0,0,375,0.0,0.0
202,BG,0,917,32091,0.0,0.028574989872549937
203,FJ,0,1,855,0.0,0.0011695906432748538
204,GM,0,7,1083,0.0,0.006463527239150508
205,VG,0,3,66,0.0,0.045454545454545456
206,SN,0,279,22987,0.0,0.01213729499282203
207,US,0,1625576,15456692,0.0,0.10516972195603044
208,TD,0,4,682,0.0,0.005865102639296188
209,MG,0,34,1530,0.0,0.022222222222222223
210,AI,0,0,19,0.0,0.0
211,CD,0,6,1362,0.0,0.004405286343612335
212,IR,33243,71497,426086,0.07237296142851855,0.15565531460021031
213,PR,0,79,3767,0.0,0.020971595434032386
214,PL,0,126558,502715,0.0,0.251749002914176
215,PT,2024,9242,512575,0.0039331596058290045,0.01795961515665596
216,TL,0,1,317,0.0,0.0031545741324921135
217,EE,0,5938,30217,0.0,0.19651189727636761
218,BQ,0,0,5,0.0,0.0
219,PS,0,132,4847,0.0,0.027233340210439445
220,HU,0,2450,20915,0.0,0.11714080803251255
221,SE,0,28083,913746,0.0,0.030733923869434174
222,ZW,0,11886,259140,0.0,0.04586709886547812
223,CK,0,0,3,0.0,0.0
224,SC,0,396,5901,0.0,0.06710726995424504
225,RO,4909,16678,545587,0.008917412660582456,0.030296314596291344
226,LS,0,961,47353,0.0,0.020294384727472387
227,PG,0,21,284,0.0,0.07394366197183098
228,BZ,0,10,425,0.0,0.023529411764705882
229,GF,0,0,70,0.0,0.0
230,FO,0,0,4,0.0,0.0
231,ID,0,155151,532547,0.0,0.29133766597126637
232,BO,0,115,13260,0.0,0.008672699849170438
233,SR,0,2,423,0.0,0.004728132387706856
