country_code,num_confirmed_interference,num_anomaly,num_no_confirmed_interference,strict_rate,loose_rate
GR,13282,25564,1015156,0.012914730883145119,0.03777184429202344
GT,0,122,3285,0.0,0.03713850837138508
GU,0,3,59,0.0,0.05084745762711865
GW,0,0,85,0.0,0.0
GY,0,2,302,0.0,0.006622516556291391
HK,0,1212,52173,0.0,0.023230406532114313
HN,0,29,1390,0.0,0.020863309352517987
HR,0,7378,548212,0.0,0.013458297155115175
HT,0,13,821,0.0,0.015834348355663823
HU,0,600,23764,0.0,0.02524827470122875
ID,0,43608,500878,0.0,0.08706311716625606
IE,0,3178,133681,0.0,0.023773011871544947
IL,0,12037,92431,0.0,0.1302268719369043
IM,0,21,856,0.0,0.02453271028037383
IN,516,108649,1135602,0.00045417817515434135,0.09608596994326293
IQ,0,7362,173008,0.0,0.04255294552853047
IR,409591,623110,1149788,0.2626628933697324,0.662251447531357
IS,0,9099,1014711,0.0,0.008967085209483291
IT,681,102795,2485055,0.0002739631240002961,0.04162791221593926
JE,0,15,296,0.0,0.05067567567567568
JM,0,51,1312,0.0,0.038871951219512195
JO,0,523,28584,0.0,0.01829694934228939
JP,0,2918,48282,0.0,0.06043660163207821
KE,0,5352,321920,0.0,0.01662524850894632
KG,0,2835,130742,0.0,0.0216839271236481
KH,0,1477,104415,0.0,0.014145477182397165
KI,0,0,2,0.0,0.0
KM,0,0,27,0.0,0.0
KN,0,1,33,0.0,0.030303030303030304
KR,26045,101654,1020389,0.02488929067671731,0.12203254099159622
KW,0,9608,75552,0.0,0.1271706903854299
KY,0,0,2,0.0,0.0
KZ,0,9617,132168,0.0,0.07276345257550995
LA,0,997,52957,0.0,0.018826595162112658
LB,0,6926,37670,0.0,0.18385983541279532
LC,0,0,13,0.0,0.0
LI,0,7,41,0.0,0.17073170731707318
LK,0,198,8744,0.0,0.02264409881061299
LR,0,84,934,0.0,0.08993576017130621
LS,0,802,50980,0.0,0.015731659474303647
LT,0,275,6416,0.0,0.042861596009975064
LU,0,4763,374895,0.0,0.012704890702730098
LV,0,201,4104,0.0,0.0489766081871345
LY,0,304,3428,0.0,0.08868144690781797
MA,0,8891,435974,0.0,0.020393417956116648
MC,0,42,2023,0.0,0.020761245674740483
MD,0,270,6008,0.0,0.044940079893475364
ME,0,41,793,0.0,0.05170239596469105
MF,0,5,86,0.0,0.05813953488372093
MG,0,197,10452,0.0,0.018848067355530043
MH,0,0,2,0.0,0.0
MK,0,26,2205,0.0,0.011791383219954649
ML,0,1652,173181,0.0,0.009539152678411603
MM,0,1360,98769,0.0,0.013769502576719416
MN,0,10,271,0.0,0.03690036900369004
MO,0,14,535,0.0,0.026168224299065422
MQ,0,41,1211,0.0,0.033856317093311314
MR,0,10,648,0.0,0.015432098765432098
MT,0,73,1183,0.0,0.06170752324598478
MU,0,71,2622,0.0,0.02707856598016781
MV,0,52,2478,0.0,0.020984665052461663
MW,0,0,38,0.0,0.0
MX,0,16833,377334,0.0,0.04461034521140422
MY,12301,314384,1276719,0.009542908566197576,0.2534367193682022
MZ,0,4,1497,0.0,0.0026720106880427524
NC,0,11,423,0.0,0.026004728132387706
NE,0,12,482,0.0,0.024896265560165973
NG,0,195,3411,0.0,0.05716798592788039
NI,0,36,1613,0.0,0.022318660880347178
NL,0,11850,533419,0.0,0.022215181686441616
NO,346,20142,1193534,0.00028981137132710156,0.017160853687137736
NP,0,118,2627,0.0,0.044918157594213935
NR,0,0,1,0.0,0.0
NZ,0,1863,75966,0.0,0.02452412921570176
OM,0,451,5469,0.0,0.0824648016090693
PA,0,401,23373,0.0,0.017156548153852737
PE,0,756,33605,0.0,0.022496652283886327
PF,0,30,1100,0.0,0.02727272727272727
PG,0,10,308,0.0,0.032467532467532464
PH,0,761,24693,0.0,0.030818450573036893
PK,0,90869,879107,0.0,0.10336511937682216
PL,0,12549,257678,0.0,0.048700315898136434
PM,0,2,57,0.0,0.03508771929824561
PR,0,122,3299,0.0,0.036980903304031525
PS,0,6192,336382,0.0,0.01840764369080391
PT,12,1306,43123,0.00027819636026428653,0.030555233569027472
PW,0,0,6,0.0,0.0
PY,0,80,2185,0.0,0.036613272311212815
QA,3,636,6829,0.00043911007025761124,0.0935304449648712
RE,0,2586,126517,0.0,0.020439940877510533
RO,2181,7515,209141,0.010320742752765922,0.045882586763328
RS,0,323,15242,0.0,0.021191444692297598
RU,443612,1256464,11773990,0.03630925283046542,0.13914972840005754
RW,0,46,1558,0.0,0.029525032092426188
SA,0,4349,70089,0.0,0.0620496796929618
SB,0,2,58,0.0,0.034482758620689655
SC,0,72,745,0.0,0.09664429530201342
SD,14,215,6696,0.0020864381520119225,0.03412816691505216
SE,0,23981,853879,0.0,0.028084775477555952
SG,0,2943,57419,0.0,0.05125481112523729
SI,0,286185,1559143,0.0,0.18355275943258573
SK,0,1826,101008,0.0,0.01807777601774117
SL,0,1,40,0.0,0.025
SM,0,2,41,0.0,0.04878048780487805
SN,0,78,2261,0.0,0.03449800973020787
SO,0,19,563,0.0,0.03374777975133215
SR,0,8,211,0.0,0.037914691943127965
SS,0,102,7043,0.0,0.014482464858724975
ST,0,0,50,0.0,0.0
SV,0,93,3440,0.0,0.02703488372093023
SX,0,20,619,0.0,0.03231017770597738
SY,0,252,6460,0.0,0.03900928792569659
SZ,0,54,2913,0.0,0.018537590113285273
TC,0,7,105,0.0,0.06666666666666667
TD,0,51,1127,0.0,0.04525288376220053
TG,0,10,474,0.0,0.02109704641350211
TH,0,14691,801235,0.0,0.01833544465731028
TJ,0,8,584,0.0,0.0136986301369863
TL,0,0,19,0.0,0.0
TM,0,99,2279,0.0,0.0434401053093462
TN,0,2451,63967,0.0,0.0383166320133819
TO,0,0,3,0.0,0.0
TR,0,21124,201923,0.0,0.10461413509109908
TT,0,63,2371,0.0,0.026571067060312106
TW,0,2119,181483,0.0,0.011676024751629628
TZ,0,367,22565,0.0,0.016264125858630622
UA,0,26689,159751,0.0,0.1670662468466551
UG,0,9790,521370,0.0,0.018777451713754147
US,0,228462,9401207,0.0,0.02430134768865317
UY,0,586,47056,0.0,0.01245324719483169
UZ,0,20,2287,0.0,0.00874508089199825
VC,0,10,116,0.0,0.08620689655172414
VE,0,2443,90900,0.0,0.026875687568756877
VI,0,5,103,0.0,0.04854368932038835
VN,0,12865,571739,0.0,0.022501526045975523
VU,0,0,12,0.0,0.0
YE,0,374,4587,0.0,0.0815347721822542
YT,0,1,90,0.0,0.011111111111111112
ZA,0,6554,236386,0.0,0.027725838247611958
ZM,0,775,48092,0.0,0.016114946352823754
ZW,0,1643,74625,0.0,0.02201675041876047
ZZ,0,309987,2083706,0.0,0.1487671485324705
